,indicateurs,secteurs-d-activités,Date,Value
654,HEURES DE TRAVAIL,Activités de services de soutien et de bureau,2021,42.0117530822754
655,HEURES DE TRAVAIL,Activités de services de soutien et de bureau,2021,42.0235328674316
656,HEURES DE TRAVAIL,Activités de services de soutien et de bureau,2022,42.2368087768555
657,HEURES DE TRAVAIL,Activités de services de soutien et de bureau,2022,42.2468414306641
658,HEURES DE TRAVAIL,Activités de services de soutien et de bureau,2022,42.2119483947754
659,HEURES DE TRAVAIL,Activités de services de soutien et de bureau,2022,42.2048835754395
660,HEURES DE TRAVAIL,Enseignement,2020,32.1094856262207
661,HEURES DE TRAVAIL,Enseignement,2020,32.7938270568848
663,HEURES DE TRAVAIL,Enseignement,2020,33.6855926513672
664,HEURES DE TRAVAIL,Enseignement,2021,32.4596633911133
665,HEURES DE TRAVAIL,Enseignement,2021,33.6855926513672
666,HEURES DE TRAVAIL,Enseignement,2021,32.4537773132324
667,HEURES DE TRAVAIL,Enseignement,2021,32.41845703125
668,HEURES DE TRAVAIL,Enseignement,2022,32.9835395812988
669,HEURES DE TRAVAIL,Enseignement,2022,33.1248092651367
670,HEURES DE TRAVAIL,Enseignement,2022,33.0091094970703
671,HEURES DE TRAVAIL,Enseignement,2022,32.6663131713867
672,HEURES DE TRAVAIL,"Activités artistiques, sportives et récréatives",2020,44.2857131958008
673,HEURES DE TRAVAIL,"Activités artistiques, sportives et récréatives",2020,44.4117660522461
676,HEURES DE TRAVAIL,"Activités artistiques, sportives et récréatives",2021,43.2571411132813
677,HEURES DE TRAVAIL,"Activités artistiques, sportives et récréatives",2021,44.2857131958008
680,HEURES DE TRAVAIL,"Activités artistiques, sportives et récréatives",2022,44.2857131958008
684,HEURES DE TRAVAIL,Activités pour la santé humaine et l'action sociale,2020,52.7523422241211
687,HEURES DE TRAVAIL,Activités pour la santé humaine et l'action sociale,2020,50.232982635498
688,HEURES DE TRAVAIL,Activités pour la santé humaine et l'action sociale,2021,50.232982635498
692,HEURES DE TRAVAIL,Activités pour la santé humaine et l'action sociale,2022,50.232982635498
695,HEURES DE TRAVAIL,Activités pour la santé humaine et l'action sociale,2022,52.3204956054688
696,HEURES DE TRAVAIL,Autres activités de services n.c.a,2020,40.0978584289551
698,HEURES DE TRAVAIL,Autres activités de services n.c.a,2020,40.0
699,HEURES DE TRAVAIL,Autres activités de services n.c.a,2020,40.2201843261719
700,HEURES DE TRAVAIL,Autres activités de services n.c.a,2021,40.1590232849121
701,HEURES DE TRAVAIL,Autres activités de services n.c.a,2021,40.2201843261719
704,HEURES DE TRAVAIL,Autres activités de services n.c.a,2022,40.1590232849121
705,HEURES DE TRAVAIL,Autres activités de services n.c.a,2022,40.2018356323242
706,HEURES DE TRAVAIL,Autres activités de services n.c.a,2022,40.1712532043457
707,HEURES DE TRAVAIL,Autres activités de services n.c.a,2022,40.0152893066406
708,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2020,41.1307172992013
709,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2020,40.9457156224684
710,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2020,41.58808129484
711,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2020,41.3396363041618
712,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2021,41.5952161658894
713,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2021,41.3396363041618
714,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2021,41.9555123719302
715,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2021,41.8518627123399
716,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2022,41.7327945882624
717,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2022,41.9071449583227
718,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2022,41.6184008988467
719,HEURES DE TRAVAIL,Nombre moyen d’heures hebdomadaires travaillé par employé,2022,41.4842619245703
